date,transaction_number,transaction_value,city
2025-07-31,409.1477908658372,87.03461182484907,Kesrouan
2025-08-31,376.90780480512245,85.32696977439838,Kesrouan
2025-09-30,368.52637862009993,84.08257845223709,Kesrouan
2025-10-31,343.8334402933332,82.88117579517241,Kesrouan
2025-11-30,325.9495425723062,81.49412127957127,Kesrouan
2025-12-31,314.55642258195246,79.69383604518985,Kesrouan
2026-01-31,371.8687145891713,28.541118721585857,Beirut
2026-02-28,375.1960802556614,28.838610726644674,Beirut
2026-03-31,541.1520325057074,37.44220900107136,Beirut
2026-04-30,563.5602003736321,36.86682225285598,Beirut
2026-05-31,525.2622798501441,33.212750911013416,Beirut
2026-06-30,479.37592734278377,32.01965011356449,Beirut
2026-07-31,440.326396868069,31.967315329780988,Beirut
2026-08-31,418.1047820015404,32.598500321032624,Beirut
2026-09-30,372.4193770172891,32.63318712651336,Beirut
2026-10-31,288.0436568476624,33.93370737375007,Beirut
2026-11-30,194.95795553492184,38.1171310430872,Beirut
2026-12-31,171.0713263418897,43.651651907341474,Beirut
2027-01-31,534.3687580938333,387.6662688027607,Bekaa
2027-02-28,513.1129436616155,288.31189288636494,Bekaa
2027-03-31,529.3388083991695,348.8339636612855,Bekaa
2027-04-30,514.1163857702049,386.20273971451417,Bekaa
2027-05-31,527.4533419726366,391.5275907615951,Bekaa
2027-06-30,537.8412925117955,392.79358084221167,Bekaa
2027-07-31,544.9990404060245,392.7099704992466,Bekaa
2027-08-31,549.8993674326657,392.2311777151146,Bekaa
2027-09-30,553.6437423931717,391.02808683921813,Bekaa
2027-10-31,556.4268511937059,389.64096270634565,Bekaa
2027-11-30,558.4393492743532,388.9841237505789,Bekaa
2027-12-31,560.5279224022518,388.06921356969,Bekaa
2028-01-31,1035.2858783509728,147.43276385665723,Kesrouan
2028-02-29,532.2620478685765,104.05728779582638,Kesrouan
2028-03-31,598.0729374675591,95.94130629468319,Kesrouan
2028-04-30,599.5655054239448,95.24943244707865,Kesrouan
2028-05-31,584.1546585057617,93.69240736332652,Kesrouan
2028-06-30,543.488983105758,90.07237886720418,Kesrouan
2028-07-31,489.8486616148302,85.81345526702135,Kesrouan
2028-08-31,423.6248651605201,81.69806507617102,Kesrouan
2028-09-30,331.7650732894384,79.66071562831586,Kesrouan
2028-10-31,203.84146263728178,83.98288651957593,Kesrouan
2028-11-30,144.39655026572353,72.34030290054447,Kesrouan
2028-12-31,345.03747006198864,56.55653589160475,Beirut
2029-01-31,1357.421671457303,227.2214667076415,Baabda
2029-02-28,1521.7046204212952,260.503117182213,Baabda
2029-03-31,1510.9284496315458,215.86201653144033,Baabda
2029-04-30,1414.487889115844,216.3829277647762,Baabda
2029-05-31,1471.942902805844,216.7744901078298,Baabda
2029-06-30,1423.8377067490856,220.92079036718675,Baabda
2029-07-31,1450.0872686538596,215.34138376719002,Baabda
2029-08-31,1441.1114206947127,218.35501102068324,Baabda
2029-09-30,1453.9818504484372,215.15759417066386,Baabda
2029-10-31,1450.2634575996226,216.33407384456328,Baabda
2029-11-30,1464.2552205947632,214.38357194279388,Baabda
2029-12-31,1466.6006639626241,214.88537323512736,Baabda
2030-01-31,383.449395197441,33.58863196368149,Tripoli
2030-02-28,512.8105867330412,34.07569179879367,Tripoli
2030-03-31,533.7758477444886,34.840803015922994,Tripoli
2030-04-30,455.2959077505421,32.129471359216026,Tripoli
2030-05-31,337.4370186524866,30.476496271141137,Tripoli
2030-06-30,282.6608974258214,31.295352021800117,Tripoli
2030-07-31,307.06968789398036,41.63081915712863,Tripoli
2030-08-31,804.4257474246251,104.10198208407252,Bekaa
2030-09-30,654.3084472780624,212.3490942073844,Bekaa
2030-10-31,437.20429708120145,186.52484584640425,Bekaa
2030-11-30,416.9769712253535,191.88224296786993,Bekaa
2030-12-31,419.2591506702873,202.8109014685773,Bekaa
2031-01-31,824.2140403682369,38.090241372004535,Beirut
2031-02-28,334.1405292350702,24.03089417592564,Beirut
2031-03-31,409.51096464864764,31.262736330143852,Beirut
2031-04-30,394.55412094528174,33.99521423304207,Beirut
2031-05-31,217.72577052783726,34.940129457909265,Beirut
2031-06-30,169.5513368216412,46.41643222417453,Beirut
2031-07-31,223.1925939564803,49.67375473624341,Beirut
2031-08-31,324.4149426125195,44.481315739387014,Tripoli
2031-09-30,585.5095428619659,41.214037957506335,Tripoli
2031-10-31,666.5674697220413,36.0180658841258,Tripoli
2031-11-30,636.6953105104507,33.96171092117532,Tripoli
2031-12-31,628.0052657799089,34.08495089589136,Tripoli
2032-01-31,654.0718733137148,114.82513039957338,Kesrouan
2032-02-29,124.70592415193202,112.35497037535339,Kesrouan
2032-03-31,396.6535619370734,53.98854619673388,Kesrouan
2032-04-30,461.7427102173829,84.09096733344215,Kesrouan
2032-05-31,433.3016543544648,81.2567089797405,Kesrouan
2032-06-30,435.8360977924131,82.93077810105305,Kesrouan
2032-07-31,455.612371310395,83.94938320770923,Kesrouan
2032-08-31,471.679032637807,84.82840568518552,Kesrouan
2032-09-30,498.2993254492907,86.43931453701,Kesrouan
2032-10-31,542.6024245134751,89.6414827658032,Kesrouan
2032-11-30,594.7738570362344,94.38224490574233,Kesrouan
2032-12-31,634.59932420387,99.22094114223944,Kesrouan
2033-01-31,982.4387669790214,59.9619865529193,Beirut
2033-02-28,849.2117107196608,221.27775292634882,Kesrouan
2033-03-31,1096.7684072435668,133.6488399905998,Kesrouan
2033-04-30,1366.368154592156,243.63855943892878,Baabda
2033-05-31,1078.6721903272783,255.24523795022978,Baabda
2033-06-30,1144.6052174429924,277.08135649249976,Baabda
2033-07-31,1235.9314763667944,268.46755928781135,Baabda
2033-08-31,1310.5146753879067,262.32298227417886,Baabda
2033-09-30,1383.4930291832743,257.44972106242597,Baabda
2033-10-31,1414.4169241238005,252.3403180660455,Baabda
2033-11-30,1417.21982539169,245.54053810252444,Baabda
2033-12-31,1419.3025687382947,237.86152680971287,Baabda
2034-01-31,521.2322456062504,337.8505859852487,Bekaa
2034-02-28,471.75273258897573,255.4470758243694,Bekaa
2034-03-31,527.9669385073444,299.7218155843394,Bekaa
2034-04-30,518.973889094751,345.06624212386373,Bekaa
2034-05-31,519.0778175415163,352.1484419531831,Bekaa
2034-06-30,524.8696692704311,353.6289228470184,Bekaa
2034-07-31,528.9652705607259,353.90053463143005,Bekaa
2034-08-31,531.8926844414298,354.24465280401665,Bekaa
2034-09-30,534.4354767019713,354.0261241890562,Bekaa
2034-10-31,536.553558599381,354.01216592613827,Bekaa
2034-11-30,538.5084785931774,353.92204636829615,Bekaa
2034-12-31,540.3736487440954,353.7338708836711,Bekaa
2035-01-31,320.0089234614911,27.43357755070161,Beirut
2035-02-28,178.03050180909264,34.84637239763589,Beirut
2035-03-31,221.8560626154597,48.261881663384145,Beirut
2035-04-30,240.9367208716771,46.43909264601893,Beirut
2035-05-31,437.47232307549126,43.36202665395207,Tripoli
2035-06-30,644.4985807308841,36.60187632218197,Tripoli
2035-07-31,597.1124630062818,32.953478787959426,Tripoli
2035-08-31,590.3949715586343,33.50446468254509,Tripoli
2035-09-30,617.5735558947435,35.08954552667599,Tripoli
2035-10-31,648.4458464749299,36.299685151302825,Tripoli
2035-11-30,676.2115833516984,36.88060647259543,Tripoli
2035-12-31,689.4924728920591,36.57183646956792,Tripoli
2036-01-31,398.92357801116,286.1198190527979,Kesrouan
2036-02-29,524.6726082681848,96.76414763413045,Kesrouan
2036-03-31,827.243943243535,109.79427308966292,Kesrouan
2036-04-30,882.6897695928817,129.57788302322783,Kesrouan
2036-05-31,892.2775286700336,128.9116979487741,Kesrouan
2036-06-30,899.2500910424293,124.13074923891276,Kesrouan
2036-07-31,905.257212843557,119.84415277334391,Kesrouan
2036-08-31,911.8300393479922,117.0224081241784,Kesrouan
2036-09-30,916.1595516161177,115.4253357050469,Kesrouan
2036-10-31,925.0290960324163,113.81954372267116,Kesrouan
2036-11-30,927.7297961961457,113.1446042763374,Kesrouan
2036-12-31,924.0874064219742,113.32618352449624,Kesrouan
2037-01-31,1792.9880949746141,257.1944345281603,Baabda
2037-02-28,1484.5644512791564,271.68032674617695,Baabda
2037-03-31,1516.390594840632,198.9848754663486,Baabda
2037-04-30,1432.4122354428835,214.04305646400277,Baabda
2037-05-31,1498.14928114548,210.4049100729956,Baabda
2037-06-30,1497.4016296877244,212.24800992929502,Baabda
2037-07-31,1494.6722844257868,213.4329306973531,Baabda
2037-08-31,1504.426444173937,213.26536192506583,Baabda
2037-09-30,1504.0048286329732,215.31092621094754,Baabda
2037-10-31,1504.4031250487626,215.77727490781476,Baabda
2037-11-30,1498.687204421882,217.38571234650422,Baabda
2037-12-31,1493.4104606524547,218.2136705554002,Baabda
2038-01-31,1312.511627385104,222.357864892297,Baabda
2038-02-28,1423.1463378712267,337.5919578219553,Baabda
2038-03-31,1514.6147426969412,360.9051112031256,Baabda
2038-04-30,1555.1528826345707,430.4166687879063,Baabda
2038-05-31,1566.2667489036992,455.61450094072654,Baabda
2038-06-30,1176.000892832651,299.14547159864213,Baabda
2038-07-31,505.08346353246753,68.22040499137029,Baabda
2038-08-31,590.086856821375,79.41129434916661,Kesrouan
2038-09-30,597.9780775694726,94.93107266491421,Kesrouan
2038-10-31,562.0825307472192,89.76928267179673,Kesrouan
2038-11-30,425.5810086886622,80.8224538449939,Kesrouan
2038-12-31,181.64359873157895,88.57346680076276,Kesrouan
2039-01-31,518.4118549944801,331.08100251320235,Bekaa
2039-02-28,487.3270293012064,266.78266468079437,Bekaa
2039-03-31,525.6592807589792,301.08010076252975,Bekaa
2039-04-30,519.1292779566393,337.0206436841175,Bekaa
2039-05-31,519.3861481966015,343.21445751295573,Bekaa
2039-06-30,523.6179936349067,344.8472609966392,Bekaa
2039-07-31,527.0727508185539,345.37227964898835,Bekaa
2039-08-31,529.6467072186033,345.50765043324793,Bekaa
2039-09-30,531.8556185480197,345.558262189564,Bekaa
2039-10-31,533.8021177466144,345.5211909925374,Bekaa
2039-11-30,535.6060392076448,345.3614541632839,Bekaa
2039-12-31,537.3026495093077,345.13255257488316,Bekaa
2040-01-31,977.2292456259925,66.65888959361214,Beirut
2040-02-29,399.2393218449272,59.94033558151031,Kesrouan
2040-03-31,513.703550887486,103.25251213831041,Kesrouan
2040-04-30,655.5838738744126,118.6481454548136,Kesrouan
2040-05-31,755.1481175743704,144.86475675746854,Kesrouan
2040-06-30,817.1041542587025,169.83215574191703,Kesrouan
2040-07-31,884.020543125217,167.53809260573223,Kesrouan
2040-08-31,1018.6892107341008,127.8746790738296,Kesrouan
2040-09-30,1294.7906756498646,164.18960627675008,Kesrouan
2040-10-31,1380.1769632163287,275.7612389833607,Baabda
2040-11-30,1161.563547417895,268.70437984083514,Baabda
2040-12-31,1166.1428046377355,286.23186805113454,Baabda
2041-01-31,454.67787896080904,75.10727616142705,Kesrouan
2041-02-28,252.23426123785885,64.6345933841466,Beirut
2041-03-31,526.5393618164915,25.207095380739442,Beirut
2041-04-30,617.6874165614905,35.93452515843212,Beirut
2041-05-31,578.9925671017759,33.09549802163875,Beirut
2041-06-30,494.3380970191834,29.976087324235856,Beirut
2041-07-31,385.11664067481,28.747255462235056,Beirut
2041-08-31,204.20204540618403,33.991141622664514,Beirut
2041-09-30,171.1905849542789,46.63913787541969,Beirut
2041-10-31,242.24439119666374,48.09304237589362,Beirut
2041-11-30,417.50474636394824,42.20155895247727,Tripoli
2041-12-31,654.6099405353342,37.06777250678503,Tripoli
2042-01-31,530.9954739030796,370.36728188155143,Bekaa
2042-02-28,496.59155939330043,273.5320765484493,Bekaa
2042-03-31,532.24585403165,321.08678183801476,Bekaa
2042-04-30,515.6456597569581,359.3149831068174,Bekaa
2042-05-31,521.5012792170601,365.17230185428855,Bekaa
2042-06-30,528.4109375295714,366.2819315433152,Bekaa
2042-07-31,533.2893129106008,365.8539941759492,Bekaa
2042-08-31,536.6102730149287,365.49302862368097,Bekaa
2042-09-30,539.1553683989443,365.60768826969553,Bekaa
2042-10-31,541.5088007263557,365.4209747477702,Bekaa
2042-11-30,543.6929534784263,364.97709502525095,Bekaa
2042-12-31,545.6660105695806,364.5879692866968,Bekaa
2043-01-31,418.84660367800245,28.530241022927832,Beirut
2043-02-28,461.1374925519743,45.33783443387956,Tripoli
2043-03-31,578.6559512115252,43.726890773419335,Tripoli
2043-04-30,610.2440093838736,43.08947503637641,Tripoli
2043-05-31,704.0472056313818,40.88551405371585,Tripoli
2043-06-30,722.547116909102,37.91233443491269,Tripoli
2043-07-31,692.2933589269088,35.768035453851695,Tripoli
2043-08-31,662.3939220966724,34.732948458188865,Tripoli
2043-09-30,644.0232736239319,34.442435584589035,Tripoli
2043-10-31,644.5023233065293,34.84799099919621,Tripoli
2043-11-30,644.9257381627071,34.96719317217044,Tripoli
2043-12-31,651.7116755610982,35.21304656615986,Tripoli
2044-01-31,1630.1915243226715,247.01320445764378,Baabda
2044-02-29,1422.826491598771,279.07773617612935,Baabda
2044-03-31,1485.4478430766621,199.77581469117155,Baabda
2044-04-30,1421.6966655895446,213.0748368575306,Baabda
2044-05-31,1490.106486083748,210.05207233716465,Baabda
2044-06-30,1483.8133451361898,214.55942517037911,Baabda
2044-07-31,1498.81905824077,212.75837414601213,Baabda
2044-08-31,1505.1280331622122,215.20563008793778,Baabda
2044-09-30,1504.6917352091014,216.88364998940287,Baabda
2044-10-31,1512.5547426946423,217.39432748384132,Baabda
2044-11-30,1515.9059312945667,218.8334209098225,Baabda
2044-12-31,1526.8795949222138,219.26288985715954,Baabda
2045-01-31,318.3424696828165,74.4065087073997,Bekaa
2045-02-28,343.7529749169593,293.24401550109616,Bekaa
2045-03-31,515.6223406317838,241.16963512127637,Bekaa
2045-04-30,510.121834022333,300.2946613021483,Bekaa
2045-05-31,528.6560042617295,314.2331355107391,Bekaa
2045-06-30,517.5522141578,320.6038816348695,Bekaa
2045-07-31,521.7631875396219,322.80584112097694,Bekaa
2045-08-31,524.425670248204,324.176814046882,Bekaa
2045-09-30,527.4238332031258,325.1285169557118,Bekaa
2045-10-31,530.2159385797304,325.9198564798454,Bekaa
2045-11-30,532.8725195344106,326.5557406369173,Bekaa
2045-12-31,535.3932881767316,327.06680102634857,Bekaa
2046-01-31,366.35856365017327,76.2878458500219,Kesrouan
2046-02-28,925.4484804225149,194.70421387316753,Kesrouan
2046-03-31,1023.1472660811204,165.68542037461367,Kesrouan
2046-04-30,1291.567670265791,191.80552473477456,Kesrouan
2046-05-31,1570.28238862588,257.44354252958817,Baabda
2046-06-30,1385.9377947509524,263.58731894459953,Baabda
2046-07-31,1457.8741291195408,247.27961235101742,Baabda
2046-08-31,1443.6507582700433,246.24228019835158,Baabda
2046-09-30,1446.782718304284,244.185698979269,Baabda
2046-10-31,1442.8201943672227,245.1831404354161,Baabda
2046-11-30,1432.0199847262134,244.3650678790605,Baabda
2046-12-31,1437.5644665994962,239.32178388620306,Baabda
