date,city,transaction_number,transaction_value
2027-02-01,Baabda,1250.5742316063902,288.88903747068343
2027-03-01,Baabda,1447.637752894016,289.70885045882426
2027-04-01,Baabda,1302.788127968202,250.23390828495022
2027-05-01,Baabda,1742.9548966796622,339.8233654138698
2027-06-01,Baabda,1455.6991168887575,238.4094843529921
2027-07-01,Baabda,1022.9993623705227,242.2773329310213
2027-08-01,Baabda,1468.5187339808363,271.0738384819585
2027-09-01,Baabda,1876.1766269659893,309.7933288351116
2027-10-01,Baabda,963.1479487057991,246.0243955431517
2027-11-01,Baabda,651.7355704671412,222.2943739407698
2027-12-01,Baabda,649.4460498161341,224.15237189315127
2028-01-01,Baabda,654.8681782548592,222.46827788475548
2028-02-01,Baabda,1318.2966417162054,229.918544228027
2028-03-01,Baabda,1347.9464775399442,227.36973409143002
2028-04-01,Baabda,1223.5202318557042,213.15933482070622
2028-05-01,Baabda,1107.8364989336487,204.99667493908163
2028-06-01,Baabda,786.2250262807024,197.13061944230543
2028-07-01,Baabda,494.52270676014837,252.73985158667566
2028-08-01,Baabda,1916.8731066424582,311.4828007777239
2028-09-01,Baabda,1979.0593117289754,312.8947434678546
2028-10-01,Baabda,1406.0561540774358,259.05285018417027
2028-11-01,Baabda,1997.6324191496044,311.07261581456777
2028-12-01,Baabda,1115.7577322595175,268.4236481938686
2029-01-01,Baabda,1138.8677050335432,259.42072525062605
2029-02-01,Baabda,1160.5090767298343,247.73551845717296
2029-03-01,Baabda,1149.6058742859707,235.9665272775762
2029-04-01,Baabda,870.074842599557,215.00436655628735
2029-05-01,Baabda,660.3909963729643,222.8835101000889
2029-06-01,Baabda,497.73570795163135,265.9677249016523
2029-07-01,Baabda,1043.80534799922,223.74638137059776
2029-08-01,Baabda,1266.0226482262433,260.35119489167533
2029-09-01,Baabda,1063.3850643232151,251.8013411507783
2029-10-01,Baabda,884.1934933035947,260.0839689953626
2029-11-01,Baabda,1584.4398325659333,276.665341082863
2029-12-01,Baabda,925.5840048444395,246.35446843123106
2030-01-01,Baabda,1340.308600373989,263.8407258125371
2030-02-01,Baabda,1858.9792039854392,311.6028557622729
2030-03-01,Baabda,1969.046050589997,316.8197304213947
2030-04-01,Baabda,2001.4581951303953,314.827388539507
2030-05-01,Baabda,2013.7655111947204,312.6030471006407
2030-06-01,Baabda,2021.1182328855475,311.7354418556759
2030-07-01,Baabda,692.7911934603411,212.2644222010303
2030-08-01,Baabda,2026.2035295161963,311.69078237606544
2030-09-01,Baabda,2029.8741325529247,312.0489284288416
2030-10-01,Baabda,2033.1644323260048,312.7126943031137
2030-11-01,Baabda,2036.1155971675346,313.4938000883499
2030-12-01,Baabda,701.8201572046077,251.48115391523936
2031-01-01,Baabda,1040.9973366761224,228.17296076465712
2031-02-01,Baabda,762.471762331338,238.9197267394843
2031-03-01,Baabda,1074.9860412071,231.55227014055666
2031-04-01,Baabda,1599.7425046534458,265.90238909243266
2031-05-01,Baabda,1850.3685450421424,289.34026181533653
2031-06-01,Baabda,1939.1299161145741,297.0816501833328
2031-07-01,Baabda,1636.9199556068204,287.5248348244231
2031-08-01,Baabda,454.9380599407653,291.43327027168516
2031-09-01,Baabda,775.7574740364727,248.67044360359262
2031-10-01,Baabda,1132.7524084017448,230.36952491223022
2031-11-01,Baabda,1393.081651931729,242.74023557295368
2031-12-01,Baabda,2047.5010880613809,348.8573550644797
2032-01-01,Baabda,2038.0548271326643,357.3078127461191
2032-02-01,Baabda,2015.519339720191,368.0396284119107
2032-03-01,Baabda,1897.3670902696313,359.757748952994
2032-04-01,Baabda,1627.826216514847,285.05182049207525
2032-05-01,Baabda,553.4734552013108,234.56163333617593
2032-06-01,Baabda,1034.0440629628217,237.56212032969023
2032-07-01,Baabda,1249.203009468042,264.8209543983277
2032-08-01,Baabda,1545.214185118064,277.4039803325382
2032-09-01,Baabda,1970.0335147794856,313.2676135735341
2032-10-01,Baabda,1987.8936615396865,310.28580141307594
2032-11-01,Baabda,1978.117478173316,304.7402288069851
2032-12-01,Baabda,1949.8152574723165,297.5296895378188
2033-01-01,Baabda,1908.5278826795427,289.228317242907
2033-02-01,Baabda,1861.516670272947,280.98453583577026
2033-03-01,Baabda,1728.7652090109727,258.5776949024695
2033-04-01,Baabda,1438.623759452331,220.5893077293613
2033-05-01,Baabda,1898.8906064476994,311.4241482265598
2033-06-01,Baabda,1724.04179065618,325.82949326155335
2033-07-01,Baabda,1504.5033109198826,280.2649717184619
2033-08-01,Baabda,1581.834855971593,264.79202842205626
2033-09-01,Baabda,1988.8601097274745,304.6660864129319
2033-10-01,Baabda,1975.666235070867,301.8888272001984
2033-11-01,Baabda,1929.049720449632,292.4751275469927
2033-12-01,Baabda,1904.262066169996,288.8441691392588
2034-01-01,Baabda,886.5482931105688,270.0848207156522
2034-02-01,Baabda,873.698375550285,267.9863124948621
2034-03-01,Baabda,879.9995774300023,249.27773246643227
2034-04-01,Baabda,673.1431751308191,227.4036899155609
2034-05-01,Baabda,1598.893227872399,278.23186892416277
2034-06-01,Baabda,799.0679624979555,212.90338692236216
2034-07-01,Baabda,1213.663871003394,216.0432999061956
2034-08-01,Baabda,1261.9210012368292,214.4370902201914
2034-09-01,Baabda,800.9519174997087,188.42158581032615
2034-10-01,Baabda,455.3298068491753,272.84070742606247
2034-11-01,Baabda,772.7455643133154,234.0891061064709
2034-12-01,Baabda,712.8464328091143,205.4238117078264
2035-01-01,Baabda,1255.0006190056417,218.69453445335668
2035-02-01,Baabda,1579.0325304845721,258.79690228582615
2035-03-01,Baabda,1076.2314552256794,217.60055124607985
2035-04-01,Baabda,2001.260990182932,308.1301722210928
2035-05-01,Baabda,1189.285237058223,270.16394074461124
2035-06-01,Baabda,1003.5689892092961,239.5426098711201
2035-07-01,Baabda,727.2430417274236,201.33083827837052
2035-08-01,Baabda,844.0148565457388,193.20893930915736
2035-09-01,Baabda,1137.2957512899118,209.27253294053529
2035-10-01,Baabda,1137.443367110075,217.11008016466855
2035-11-01,Baabda,1000.8746226351202,221.10872219136186
2035-12-01,Baabda,788.6099106380561,229.55321019197777
2036-01-01,Baabda,746.5747404423098,253.93178629482844
2036-02-01,Baabda,2043.4629928853278,316.54637820519775
2036-03-01,Baabda,640.2450715374013,213.3634874691202
2036-04-01,Baabda,2039.4228824762354,315.85403444101115
2036-05-01,Baabda,2024.7711306605695,314.4393766772954
2036-06-01,Baabda,2009.262904803,313.40569943137865
2036-07-01,Baabda,1981.7509433440257,311.578594143186
2036-08-01,Baabda,1932.5621276927384,307.86503484292234
2036-09-01,Baabda,1861.7383459073221,304.86258116149065
2036-10-01,Baabda,1687.0749315554615,293.6740761952402
2036-11-01,Baabda,1243.0285513520048,267.1402886040348
2036-12-01,Baabda,861.2525841870844,259.58815478837056
2037-01-01,Baabda,2033.5029914766867,315.1139680372721
2037-02-01,Baabda,858.8363197723972,253.3584880647554
2037-03-01,Baabda,517.445910614952,243.31412554983373
2037-04-01,Baabda,1853.3794471487797,279.13315152417283
2037-05-01,Baabda,1681.979846650048,292.5262962414801
2037-06-01,Baabda,1876.4184549307618,304.06154743231303
2037-07-01,Baabda,1949.0808489745366,307.9268549799357
2037-08-01,Baabda,1984.87872896697,309.3119254033016
2037-09-01,Baabda,2001.9838830633416,309.4931739694212
2037-10-01,Baabda,2013.4327098527235,310.2137127285294
2037-11-01,Baabda,2016.4774390853856,310.0130061350503
2037-12-01,Baabda,2017.859025279367,310.11228036408295
2038-01-01,Baabda,1799.588702905955,270.6262342354188
2038-02-01,Baabda,2020.0254007971223,310.7072991828364
2038-03-01,Baabda,1301.7235091423333,267.0760666711578
2038-04-01,Baabda,1823.3478686092212,309.5654018885106
2038-05-01,Baabda,1943.5884752698537,314.4505154407213
2038-06-01,Baabda,1968.9136209902406,309.90485570391263
2038-07-01,Baabda,1967.2657361445752,304.24225646457927
2038-08-01,Baabda,1967.4079540190962,301.8644437508865
2038-09-01,Baabda,1943.0083760448333,295.6610575472292
2038-10-01,Baabda,1897.228039189887,286.51021530655527
2038-11-01,Baabda,810.8156195580923,250.95834561125744
2038-12-01,Baabda,2010.6675222317215,312.60203765020526
2039-01-01,Baabda,2005.4149612587714,316.300559619844
2039-02-01,Baabda,1987.9744148064947,321.42710586930946
2039-03-01,Baabda,1811.150526690781,307.5335173964612
2039-04-01,Baabda,1874.845133707568,308.8204622757727
2039-05-01,Baabda,1936.6664376686695,314.6034993946479
2039-06-01,Baabda,1971.8417545970299,317.2070113022564
2039-07-01,Baabda,1993.077272753633,318.61575159790215
2039-08-01,Baabda,1972.8821906264213,313.68061803618235
2039-09-01,Baabda,2015.67868707555,318.40039056879095
2039-10-01,Baabda,467.93199469078417,242.9538561702796
2039-11-01,Baabda,1720.3480124394944,308.7862801955097
2039-12-01,Baabda,799.8549109999867,196.56779861157978
2040-01-01,Baabda,1733.5929876481819,296.8970251795497
2040-02-01,Baabda,716.6940164903001,275.1708671174741
2040-03-01,Baabda,1572.7922174316996,285.0655176902255
2040-04-01,Baabda,1386.2752023398973,274.761273901125
2040-05-01,Baabda,1349.3161162809038,286.1639738071906
2040-06-01,Baabda,1446.642947498454,280.94652480557966
2040-07-01,Baabda,905.838319685097,221.4129148587941
2040-08-01,Baabda,899.5689296983646,242.62139889065443
2040-09-01,Baabda,1862.9624560337666,310.08547771458956
2040-10-01,Baabda,611.0841456436333,219.9310068108949
2040-11-01,Baabda,1368.45895887092,277.37634227578786
2040-12-01,Baabda,1019.0322321865135,276.9127086525056
2041-01-01,Baabda,1227.7699984735416,229.59325752735717
2041-02-01,Baabda,1259.4488141052884,227.376713222889
2041-03-01,Baabda,1567.400317488571,258.57508425479153
2041-04-01,Baabda,1874.4580650187145,301.6517107737711
2041-05-01,Baabda,1992.4267843174378,305.9317284071916
2041-06-01,Baabda,1984.8964342286763,304.542724607991
2041-07-01,Baabda,1973.459410947099,302.7893266059051
2041-08-01,Baabda,1948.282240909918,298.4032644638072
2041-09-01,Baabda,1189.6252356610762,278.4072348308481
2041-10-01,Baabda,1917.064265890802,292.9787214840651
2041-11-01,Baabda,1873.3616342998612,293.50659444454215
2041-12-01,Baabda,1739.7228947195183,280.47384093701396
2042-01-01,Baabda,1399.4971463138447,252.76707193979752
2042-02-01,Baabda,834.4211237420761,215.94889888616174
2042-03-01,Baabda,758.7212696991043,230.0097080449403
2042-04-01,Baabda,1423.1516638442602,292.7458343068761
2042-05-01,Baabda,1628.8598871190331,327.7814223173867
2042-06-01,Baabda,1131.9438681171446,276.187018215313
2042-07-01,Baabda,1916.584352536902,296.02860193164577
2042-08-01,Baabda,648.0882865555873,202.24710599605194
2042-09-01,Baabda,762.1162176450354,197.09354824527887
2042-10-01,Baabda,1404.9195626430042,231.99091116340216
2042-11-01,Baabda,778.2169939889064,183.1973491247526
2042-12-01,Baabda,461.39594618932483,271.33222298480194
2043-01-01,Baabda,1996.3688680336668,307.7938163742685
2043-02-01,Baabda,907.5046295185546,260.04983912805324
2043-03-01,Baabda,995.7623362762602,244.27628845369307
2043-04-01,Baabda,938.4034060186924,213.12656249018931
2043-05-01,Baabda,702.6926091656121,204.61701714943948
2043-06-01,Baabda,1982.4634721688024,307.1997373886791
2043-07-01,Baabda,1440.904715362919,216.25963557710665
2043-08-01,Baabda,1955.5261400165975,305.72895069988795
2043-09-01,Baabda,1821.367038476342,300.8286779868274
2043-10-01,Baabda,1407.2111704996598,264.2048763549723
2043-11-01,Baabda,1014.5028519844077,242.08141252495176
2043-12-01,Baabda,972.0588773720218,254.60364517690218
2044-01-01,Baabda,1491.3782420770613,283.1774450765942
2044-02-01,Baabda,1912.675520165829,321.57023897933135
2044-03-01,Baabda,1183.1710919881616,255.31419385756283
2044-04-01,Baabda,495.0273067187857,303.0889245334241
2044-05-01,Baabda,1911.3335189065576,304.00296449842034
2044-06-01,Baabda,1756.3380592967912,262.11466999379803
2044-07-01,Baabda,1823.0378106115304,279.94864824148624
2044-08-01,Baabda,1776.5920150178079,284.12147268125096
2044-09-01,Baabda,1108.3509591396594,265.6943552811375
2044-10-01,Baabda,1475.4345819376842,291.4550256690012
2044-11-01,Baabda,1629.011173542233,295.0740099060524
2044-12-01,Baabda,1850.0397741662252,318.53858085254257
2045-01-01,Baabda,1912.257359310076,319.11476819937917
2045-02-01,Baabda,1935.628016872318,316.4659702567175
2045-03-01,Baabda,1957.8416427792963,316.7059409912727
2045-04-01,Baabda,545.9099977126102,283.11879252543014
2045-05-01,Baabda,860.5179597714788,278.74641017716453
2045-06-01,Baabda,1191.5941903135424,263.3262889854423
2045-07-01,Baabda,1931.234808845614,307.91843129009493
2045-08-01,Baabda,1954.9481999698341,311.89260284588715
2045-09-01,Baabda,1499.5369130385802,299.0720253773031
2045-10-01,Baabda,1983.5581755450503,303.85852606455956
2045-11-01,Baabda,1995.0843009160292,305.9805127101331
2045-12-01,Baabda,2001.2414136334028,307.3011001358542
2046-01-01,Baabda,2000.044365207778,307.40653549340675
2046-02-01,Baabda,1044.9348141454036,251.93547622847032
2046-03-01,Baabda,1497.4415025128683,268.0460441137331
2046-04-01,Baabda,1325.960429021243,203.91461368953395
2046-05-01,Baabda,1901.6739311660594,351.18897671859094
2046-06-01,Baabda,543.3443901351543,227.91314910774972
2046-07-01,Baabda,1027.6365575402565,248.89128699282747
2046-08-01,Baabda,2019.5523968136442,310.3537826786092
2046-09-01,Baabda,2012.2512075105485,310.2965920901447
2046-10-01,Baabda,1999.389702360286,310.5597801847156
2046-11-01,Baabda,1979.4538655691194,312.04774493522757
2046-12-01,Baabda,1935.508542342103,313.1575486674327
2047-01-01,Baabda,566.5642650824559,234.87273551779566
2047-02-01,Baabda,715.0729054550201,220.19690997905087
2047-03-01,Baabda,1780.444132973333,303.9597321728738
2047-04-01,Baabda,2024.9267354402832,310.89498734656155
2047-05-01,Baabda,1190.6919416925928,256.51448263828496
2047-06-01,Baabda,1745.9941559940735,261.50125481107415
2047-07-01,Baabda,2022.0299818908272,310.2184118943497
2047-08-01,Baabda,2007.5180008809914,307.3559933543621
2047-09-01,Baabda,1992.096286098915,304.76181016112264
2047-10-01,Baabda,1967.5484445510117,300.68876467560835
2047-11-01,Baabda,1943.439923805779,298.0827117375933
2047-12-01,Baabda,1891.759272500813,291.3872532552822
2048-01-01,Baabda,1832.824933814403,287.3053489719808
2048-02-01,Baabda,781.3426924062021,249.34381666131955
2048-03-01,Baabda,2028.4424534233835,311.4976988738059
2048-04-01,Baabda,2032.1881958634522,312.4269154039698
2048-05-01,Baabda,1803.6587539202096,272.4202713196911
2048-06-01,Baabda,1619.7655722461911,278.6230831808592
2048-07-01,Baabda,1623.745657499742,259.69881144127896
2048-08-01,Baabda,1553.6177068939155,242.1355747621098
2048-09-01,Baabda,1483.5664790888177,231.93981208618618
2048-10-01,Baabda,1632.044243212308,253.75791715947838
2048-11-01,Baabda,1842.3941239585456,287.27330762281366
2048-12-01,Baabda,1963.113492411341,307.2778479672028
2049-01-01,Baabda,2010.2582859794304,313.98401010499333
2049-02-01,Baabda,2029.37190769037,316.096998718237
2049-03-01,Baabda,1237.828386438089,248.67395927579886
2049-04-01,Baabda,962.1930161353811,271.25334661629284
2049-05-01,Baabda,2000.274389664746,312.79533000427904
2049-06-01,Baabda,2003.9850094718358,312.46722380411705
2049-07-01,Baabda,481.7798844414067,265.4627560234695
2049-08-01,Baabda,833.7863253345479,245.68713467179904
2049-09-01,Baabda,1402.0831221395244,267.35484903452476
2049-10-01,Baabda,1713.2553997560149,281.48447486609354
2049-11-01,Baabda,1844.420584725254,290.55835521322217
2049-12-01,Baabda,1807.9586854462157,275.83315362472877
2050-01-01,Baabda,1682.8831028875177,275.1510435994397
2050-02-01,Baabda,1297.0839388765169,249.61403610030294
2050-03-01,Baabda,853.5035813135078,235.47717007250748
2050-04-01,Baabda,1705.7398760246176,255.7120217550434
2050-05-01,Baabda,714.5904010872118,204.12207315834
2050-06-01,Baabda,692.9962434221379,217.2196925585058
2050-07-01,Baabda,812.5305109023301,249.90030232034675
2050-08-01,Baabda,1502.3989757907086,232.31717250587175
2050-09-01,Baabda,1709.3508857414556,308.1691927017189
2050-10-01,Baabda,594.2268652111533,252.86615472133383
2050-11-01,Baabda,1053.200724293682,246.06508683829168
2050-12-01,Baabda,1465.0390023020175,303.49897026203735
2051-01-01,Baabda,1347.856799669674,248.8442083130355
2051-02-01,Baabda,1785.1098292960578,310.2509231600988
2051-03-01,Baabda,1440.8503040708454,247.12452247463062
2051-04-01,Baabda,817.3431033191324,209.17781864278004
2051-05-01,Baabda,487.1797733440859,277.07860661027905
2051-06-01,Baabda,617.3824686190079,202.2398135868716
2051-07-01,Baabda,1089.7928220216113,205.8378256209101
2051-08-01,Baabda,1222.4242329725023,236.89137532395904
2051-09-01,Baabda,961.5659907695776,240.55352226928534
2051-10-01,Baabda,708.0330486936177,236.93528641790178
2051-11-01,Baabda,730.5765250656414,248.65418797071806
2051-12-01,Baabda,447.4249832780592,257.4617648503801
2052-01-01,Baabda,1092.0945780160744,243.10363772972127
2052-02-01,Baabda,2021.6037601029154,315.44646012553306
2052-03-01,Baabda,1269.0634189654345,291.6913414968073
2052-04-01,Baabda,1599.9362549156983,241.00826228614469
2052-05-01,Baabda,1634.9836045460333,248.98913406779624
2052-06-01,Baabda,528.8722819504621,248.40123361504465
2052-07-01,Baabda,676.6076486166223,250.72672894927166
2052-08-01,Baabda,1949.0009593790314,307.3198967991353
2052-09-01,Baabda,920.5269214763474,266.4255454827716
2052-10-01,Baabda,1102.6659147618525,211.5664046292237
2052-11-01,Baabda,1669.6509388031543,283.26375308882655
2052-12-01,Baabda,1814.7678699971727,325.920622269831
2053-01-01,Baabda,1969.0627482351838,312.39315102733525
2053-02-01,Baabda,1991.2527671265532,319.2342314371212
2053-03-01,Baabda,2006.5941604774728,326.81203662161846
2053-04-01,Baabda,1987.796498518126,329.38477769526315
2053-05-01,Baabda,1937.837288064777,329.3279700017914
2053-06-01,Baabda,1817.133177804997,321.62544547556064
2053-07-01,Baabda,1522.5395026806295,293.3789685817272
2053-08-01,Baabda,1185.1992800974756,272.15257550679627
2053-09-01,Baabda,1593.2367566201915,314.5120223000132
2053-10-01,Baabda,1280.159939835899,258.31678677353733
2053-11-01,Baabda,2011.330821792241,313.51050823348857
2053-12-01,Baabda,863.4755301751707,247.63986432625367
2054-01-01,Baabda,1552.1730726948329,235.10567490793827
2054-02-01,Baabda,1596.413771507393,296.0100837374504
2054-03-01,Baabda,1943.3328285642367,308.53217715485795
2054-04-01,Baabda,2007.3003557126958,307.99528875773314
2054-05-01,Baabda,2025.2485969457782,304.79917723155273
2054-06-01,Baabda,951.5767684818595,261.3863863132453
2054-07-01,Baabda,1162.9829912039806,265.33151006254116
2054-08-01,Baabda,1643.837530906274,297.60388414482554
2054-09-01,Baabda,1902.8623428786566,321.5224815311431
2054-10-01,Baabda,913.187586690713,191.199053874874
2054-11-01,Baabda,597.03890700033,228.98605568610677
2054-12-01,Baabda,861.2763351479102,220.0282099261031
2055-01-01,Baabda,1140.2356884045057,251.7258934328862
2055-02-01,Baabda,1256.3737844044213,235.18677902913257
2055-03-01,Baabda,1670.7987579645219,268.08400293097014
2055-04-01,Baabda,1370.3614828056823,241.51086417709942
2055-05-01,Baabda,1858.220612691182,288.1760521855234
2055-06-01,Baabda,1926.265244169535,294.63500339253204
2055-07-01,Baabda,928.1006710480726,252.2059219235858
2055-08-01,Baabda,1387.4967214524338,272.17043233691334
2055-09-01,Baabda,1889.310620412272,318.5159204306982
2055-10-01,Baabda,1539.290695488087,270.2801145662791
2055-11-01,Baabda,1983.8771581462029,320.8428081103535
2055-12-01,Baabda,953.817131841218,243.59530970906442
2056-01-01,Baabda,1563.4058377133076,271.58420269867565
2056-02-01,Baabda,854.9941340368538,237.84034575488593
2056-03-01,Baabda,1474.8541948222296,270.7348893917742
2056-04-01,Baabda,1761.8967917465698,285.2379596715116
2056-05-01,Baabda,1734.3779209171732,267.8687289234482
2056-06-01,Baabda,1450.707240704024,222.29590552074086
2056-07-01,Baabda,1026.4060418516497,187.55427643876484
2056-08-01,Baabda,713.8012934069237,192.61653113808188
2056-09-01,Baabda,536.2306175047572,229.44608661559343
2056-10-01,Baabda,1971.675785761683,336.0261609620054
2056-11-01,Baabda,1817.1579363823428,289.29689025524726
2056-12-01,Baabda,1287.8133630853035,241.90475869874527
2057-01-01,Baabda,716.0022877493982,217.1842225587217
2057-02-01,Baabda,1533.8597863911173,261.95253136868087
2057-03-01,Baabda,1613.3617374266626,315.2966437574556
2057-04-01,Baabda,1936.7810180615022,343.5663032026691
2057-05-01,Baabda,1776.604538251698,327.92678318009376
2057-06-01,Baabda,1577.3047560434015,257.8763357016351
2057-07-01,Baabda,1551.9682386508616,291.96095178466584
2057-08-01,Baabda,1455.5440878899121,264.6295069019463
2057-09-01,Baabda,1745.1859035999075,292.5845310890158
2057-10-01,Baabda,821.5100294645137,280.87610693554694
